4.00 12.00 8.70 29.79 19.50 72.00 2.00  21.00
4.00 10.70 7.50 22.05 14.50 82.00 3.00  36.00
8.00 35.00 12.50 39.00 17.40 79.00 1.00  23.00
4.00 9.00 7.00 19.37 14.00 75.00 2.00  29.00
6.00 16.30 13.30 34.10 15.80 78.00 2.00  16.20
8.00 45.50 22.50 49.51 11.00 73.00 1.00  12.00
4.00 9.10 6.70 19.95 16.20 82.00 3.00  38.00
4.00 8.10 6.00 17.60 16.10 81.00 3.00  35.10
8.00 31.80 15.00 41.90 13.00 76.00 1.00  16.00
8.00 30.20 14.00 41.41 14.00 74.00 1.00  16.00
4.00 12.00 9.70 24.89 15.00 74.00 3.00  24.00
8.00 35.00 10.50 37.25 19.00 81.00 1.00  26.60
4.00 9.70 7.80 21.90 14.10 77.00 2.00  30.50
4.00 11.20 8.80 26.05 19.60 82.00 1.00  28.00
4.00 9.80 7.00 21.20 15.50 80.00 1.00  32.10
6.00 22.50 10.00 32.33 15.40 76.00 1.00  22.00
6.00 22.50 8.50 34.65 16.60 81.00 1.00  17.60
4.00 11.20 8.80 26.40 18.60 82.00 1.00  27.00
6.00 20.00 8.80 30.60 17.10 81.00 1.00  20.20
8.00 30.40 15.00 42.57 15.50 74.00 1.00  14.00
4.00 15.10 9.00 26.78 16.50 80.00 1.00  28.00
8.00 44.00 21.50 43.12 8.50 70.00 1.00  14.00
4.00 11.30 9.50 22.28 14.00 71.00 3.00  25.00
8.00 30.20 13.90 32.05 11.20 78.00 1.00  18.10
8.00 36.00 21.50 46.15 14.00 70.00 1.00  10.00
8.00 40.00 19.00 44.22 12.50 72.00 1.00  13.00
8.00 35.00 15.00 46.99 14.50 74.00 1.00  13.00
4.00 12.20 8.60 22.26 16.50 72.00 1.00  21.00
6.00 25.00 10.50 38.97 18.50 75.00 1.00  16.00
8.00 30.20 13.90 35.70 12.80 78.00 1.00  20.20
8.00 42.90 19.80 49.52 11.50 73.00 1.00  12.00
6.00 17.30 11.50 27.00 12.90 79.00 1.00  26.80
4.00 7.90 6.70 19.63 15.50 74.00 2.00  26.00
4.00 8.60 6.50 21.10 17.90 80.00 3.00  46.60
4.00 8.90 6.20 20.50 17.30 81.00 3.00  37.70
4.00 10.50 6.30 22.15 14.90 81.00 1.00  34.70
4.00 14.00 9.00 22.64 15.50 71.00 1.00  28.00
8.00 35.00 16.50 42.74 12.00 72.00 1.00  13.00
4.00 9.80 8.00 19.15 14.40 79.00 1.00  35.70
8.00 30.70 20.00 43.76 15.00 70.00 1.00  10.00
8.00 30.40 12.00 39.62 13.90 76.00 1.00  15.50
8.00 30.50 14.00 42.15 13.00 76.00 1.00  17.50
4.00 13.50 8.40 24.90 15.70 81.00 1.00  27.20
4.00 15.60 9.20 26.20 14.40 81.00 1.00  25.80
4.00 10.50 6.30 21.25 14.70 82.00 1.00  38.00
6.00 25.00 10.00 32.82 15.00 71.00 1.00  19.00
4.00 14.00 8.80 28.90 17.30 79.00 1.00  22.30
8.00 35.10 15.30 41.54 13.50 71.00 1.00  14.00
6.00 25.00 10.50 33.53 14.50 76.00 1.00  22.00
6.00 22.50 9.50 32.64 16.00 75.00 1.00  19.00
4.00 14.00 7.20 24.01 19.50 73.00 1.00  21.00
6.00 25.00 11.00 35.20 16.40 77.00 1.00  17.50
8.00 31.80 13.50 38.30 15.20 79.00 1.00  18.20
4.00 9.70 7.50 21.55 16.40 76.00 3.00  28.00
4.00 11.60 7.50 21.58 15.50 73.00 2.00  24.00
8.00 42.90 20.80 46.33 11.00 72.00 1.00  11.00
4.00 15.10 9.00 25.56 13.20 79.00 1.00  33.50
4.00 9.80 6.80 21.35 16.60 78.00 3.00  29.50
8.00 30.40 19.30 47.32 18.50 70.00 1.00  9.00
4.00 6.80 4.90 18.67 19.50 73.00 2.00  29.00
4.00 14.00 8.30 26.39 17.00 75.00 1.00  23.00
4.00 11.90 9.70 25.45 17.00 75.00 3.00  24.00
4.00 7.90 5.80 17.55 16.90 81.00 3.00  39.10
8.00 31.80 15.00 41.35 13.50 72.00 1.00  15.00
4.00 14.10 8.00 32.30 20.40 81.00 2.00  28.10
4.00 9.70 8.80 22.79 19.00 73.00 3.00  20.00
4.00 11.90 8.20 27.20 19.40 82.00 1.00  31.00
4.00 15.10 9.00 30.03 20.10 80.00 1.00  24.30
4.00 13.50 8.40 23.85 12.90 81.00 1.00  30.00
4.00 9.75 8.00 21.26 17.00 72.00 1.00  25.00
8.00 31.80 15.00 44.98 14.50 75.00 1.00  16.00
4.00 12.10 9.80 29.45 14.50 75.00 2.00  22.00
4.00 9.80 6.50 20.45 16.20 81.00 1.00  34.40
6.00 23.20 9.00 32.65 18.20 79.00 1.00  20.20
8.00 30.20 12.90 37.25 13.40 79.00 1.00  17.60
5.00 12.10 6.70 29.50 19.90 80.00 2.00  36.40
6.00 16.80 11.60 29.00 12.60 81.00 3.00  25.40
4.00 9.70 7.80 23.00 14.50 74.00 2.00  26.00
4.00 15.60 10.50 28.00 14.40 80.00 1.00  27.90
4.00 12.10 11.50 27.95 15.70 78.00 2.00  21.60
4.00 13.50 8.40 23.70 13.00 82.00 1.00  36.00
4.00 14.00 8.90 27.55 15.80 77.00 1.00  25.50
4.00 12.10 11.50 26.71 13.50 75.00 2.00  25.00
8.00 40.00 17.00 46.68 11.50 75.00 1.00  16.00
6.00 23.20 9.00 32.10 17.20 78.00 1.00  19.40
4.00 10.80 7.00 22.45 16.90 82.00 3.00  34.00
8.00 34.00 16.00 36.09 8.00 70.00 1.00  14.00
8.00 35.00 14.50 40.55 12.00 76.00 1.00  13.00
4.00 7.10 6.50 18.36 21.00 74.00 3.00  32.00
4.00 9.70 6.70 21.45 18.00 80.00 3.00  33.80
4.00 9.00 4.80 20.85 21.70 80.00 2.00  44.30
4.00 13.40 9.50 25.15 14.80 78.00 3.00  21.10
8.00 31.80 21.00 43.82 13.50 70.00 1.00  11.00
4.00 9.70 4.60 19.50 21.00 73.00 2.00  26.00
6.00 25.00 11.00 36.45 16.20 76.00 1.00  18.50
4.00 10.50 7.40 19.80 15.30 82.00 2.00  36.00
4.00 9.80 6.00 21.64 22.10 76.00 1.00  24.50
4.00 8.50 7.00 19.90 17.00 76.00 3.00  32.00
8.00 40.00 15.00 44.64 12.00 73.00 1.00  13.00
6.00 25.00 7.80 35.74 21.00 76.00 1.00  18.00
4.00 7.90 6.70 19.50 19.00 74.00 3.00  31.00
4.00 10.50 7.50 22.30 14.50 78.00 1.00  30.90
6.00 23.10 16.50 34.45 13.40 78.00 1.00  17.70
6.00 22.50 10.00 36.30 17.70 77.00 1.00  19.00
6.00 23.20 10.00 26.34 13.00 71.00 1.00  19.00
4.00 10.80 9.40 23.79 16.50 73.00 3.00  22.00
8.00 30.20 12.90 31.69 12.00 75.00 1.00  13.00
4.00 12.00 7.50 25.42 17.50 80.00 3.00  31.30
6.00 16.80 12.00 38.20 16.70 76.00 2.00  16.50
6.00 19.80 9.50 29.04 16.00 73.00 1.00  23.00
8.00 40.00 23.00 42.78 9.50 73.00 1.00  16.00
6.00 20.00 8.50 25.87 16.00 70.00 1.00  21.00
4.00 10.70 9.00 24.30 14.50 70.00 2.00  24.00
8.00 31.80 15.00 44.57 13.50 74.00 1.00  14.00
8.00 35.10 14.20 40.54 14.30 79.00 1.00  15.50
8.00 36.00 17.00 46.54 13.00 73.00 1.00  13.00
8.00 40.00 17.50 43.85 12.00 72.00 1.00  14.00
8.00 31.80 15.00 42.37 14.50 73.00 1.00  14.00
8.00 40.00 15.00 49.97 14.00 73.00 1.00  11.00
6.00 22.50 10.50 31.21 16.50 73.00 1.00  18.00
4.00 14.00 7.50 25.42 17.00 74.00 1.00  25.00
4.00 9.70 7.50 22.65 18.20 77.00 3.00  26.00
4.00 10.50 7.40 21.90 14.20 81.00 2.00  33.00
4.00 9.80 6.60 18.00 14.40 78.00 1.00  36.10
8.00 30.20 13.70 40.42 14.50 73.00 1.00  14.00
4.00 9.80 7.60 21.44 14.70 80.00 2.00  41.50
4.00 15.10 9.00 29.50 17.30 82.00 1.00  27.00
6.00 22.50 10.50 36.13 16.50 74.00 1.00  18.00
4.00 10.50 7.00 22.00 13.20 79.00 1.00  34.20
8.00 36.00 15.00 39.40 13.00 79.00 1.00  18.50
8.00 31.80 15.00 40.96 13.00 71.00 1.00  14.00
8.00 31.80 15.00 37.55 14.00 76.00 1.00  13.00
6.00 22.50 10.00 34.30 17.20 78.00 1.00  20.50
4.00 8.90 6.00 19.68 18.80 80.00 3.00  38.10
4.00 10.40 9.50 23.75 17.50 70.00 2.00  25.00
6.00 23.10 10.50 34.25 16.90 77.00 1.00  20.50
5.00 18.30 7.70 35.30 20.10 79.00 2.00  25.40
4.00 9.80 8.30 20.75 15.90 77.00 1.00  33.50
4.00 9.70 6.70 20.65 17.80 81.00 3.00  32.30
6.00 22.50 9.50 37.85 19.00 75.00 1.00  18.00
4.00 9.10 6.70 19.65 15.70 82.00 3.00  32.00
4.00 7.90 7.00 20.74 19.50 71.00 2.00  30.00
4.00 11.10 8.00 21.55 14.80 77.00 1.00  30.00
4.00 8.60 6.50 19.75 15.20 79.00 3.00  34.10
8.00 38.30 17.00 35.63 10.00 70.00 1.00  15.00
4.00 9.00 7.10 22.23 16.50 75.00 2.00  25.00
8.00 35.10 14.80 46.57 13.50 75.00 1.00  14.00
8.00 40.00 18.00 42.20 11.10 77.00 1.00  16.00
4.00 11.40 9.10 25.82 14.00 73.00 2.00  20.00
6.00 16.80 13.20 29.10 11.40 80.00 3.00  32.70
4.00 7.20 6.90 16.13 18.00 71.00 3.00  35.00
4.00 15.10 9.00 26.70 16.00 79.00 1.00  28.40
8.00 35.00 16.50 42.09 12.00 71.00 1.00  14.00
4.00 8.90 7.10 19.90 14.90 78.00 2.00  31.50
4.00 9.80 8.30 22.19 16.50 74.00 2.00  29.00
4.00 11.60 8.10 22.20 16.90 76.00 2.00  25.00
8.00 30.40 15.00 34.33 12.00 70.00 1.00  16.00
6.00 23.20 10.00 29.01 16.00 74.00 1.00  19.00
4.00 9.70 7.50 21.71 16.00 75.00 3.00  29.00
4.00 9.10 6.80 19.85 16.00 81.00 3.00  34.10
4.00 10.10 8.30 22.02 15.30 76.00 2.00  27.00
6.00 26.20 8.50 30.15 17.00 82.00 1.00  38.00
4.00 9.70 7.10 18.25 12.20 76.00 2.00  29.50
4.00 12.10 11.20 28.68 15.50 73.00 2.00  19.00
4.00 10.70 7.20 22.90 17.00 80.00 3.00  32.40
4.00 15.10 8.40 26.35 16.40 81.00 1.00  26.60
8.00 30.40 15.00 38.92 12.50 72.00 1.00  15.00
8.00 45.50 22.50 30.86 10.00 70.00 1.00  14.00
6.00 25.00 10.00 33.29 15.50 71.00 1.00  17.00
8.00 30.70 13.00 40.98 14.00 72.00 1.00  13.00
8.00 35.00 14.50 39.88 13.00 73.00 1.00  13.00
8.00 30.70 13.00 35.04 12.00 70.00 1.00  18.00
6.00 25.80 9.50 31.93 17.80 76.00 1.00  17.50
4.00 9.70 9.20 22.88 17.00 72.00 3.00  28.00
4.00 9.70 7.80 19.40 14.50 77.00 2.00  29.00
6.00 23.20 10.00 29.45 16.00 73.00 1.00  18.00
4.00 8.50 7.00 19.45 16.80 77.00 3.00  33.50
8.00 31.80 15.00 39.40 13.20 76.00 1.00  13.00
8.00 31.80 15.00 37.77 12.50 73.00 1.00  15.00
4.00 8.50 6.50 19.75 19.40 81.00 3.00  37.00
4.00 11.00 8.70 26.72 17.50 70.00 2.00  25.00
4.00 10.70 8.60 24.64 15.50 76.00 2.00  28.00
4.00 15.60 9.20 25.85 14.50 82.00 1.00  26.00
4.00 14.00 8.60 27.90 15.60 82.00 1.00  27.00
8.00 35.00 16.00 44.56 13.50 72.00 1.00  12.00
4.00 12.20 8.80 25.00 15.10 80.00 2.00  35.00
8.00 35.00 16.50 36.93 11.50 70.00 1.00  15.00
8.00 35.10 15.20 42.15 12.80 76.00 1.00  14.50
4.00 10.80 7.50 22.65 15.20 80.00 3.00  32.20
6.00 23.20 11.20 28.35 14.70 82.00 1.00  22.00
6.00 15.60 12.20 28.07 13.50 73.00 3.00  20.00
4.00 11.60 9.00 21.23 14.00 71.00 2.00  28.00
4.00 10.80 7.50 23.50 16.80 81.00 3.00  32.40
6.00 25.00 7.20 34.32 21.00 75.00 1.00  15.00
4.00 13.40 9.60 27.02 13.50 75.00 3.00  24.00
8.00 30.20 14.00 34.49 10.50 70.00 1.00  17.00
4.00 13.40 9.50 25.60 14.20 78.00 3.00  27.50
4.00 12.10 11.00 26.00 12.80 77.00 2.00  21.50
6.00 23.20 10.00 29.14 16.00 75.00 1.00  20.00
8.00 35.10 15.30 41.29 13.00 72.00 1.00  14.00
6.00 23.20 9.00 32.11 17.00 75.00 1.00  19.00
6.00 23.10 11.50 32.45 15.40 79.00 1.00  21.50
4.00 11.30 9.50 23.72 15.00 70.00 3.00  24.00
3.00 7.00 10.00 24.20 12.50 80.00 3.00  23.70
4.00 12.20 8.50 23.10 18.50 73.00 1.00  19.00
4.00 9.70 6.70 19.85 16.40 77.00 3.00  30.00
4.00 11.90 9.20 24.34 15.00 80.00 3.00  37.00
6.00 25.00 9.80 35.25 19.00 77.00 1.00  18.50
4.00 9.10 5.30 17.95 17.50 75.00 3.00  33.00
4.00 12.10 11.30 22.34 12.50 70.00 2.00  26.00
4.00 8.50 6.50 20.20 19.20 79.00 3.00  31.80
4.00 7.10 6.50 17.73 19.00 71.00 3.00  31.00
6.00 20.00 8.50 29.90 18.20 79.00 1.00  19.80
4.00 9.10 7.00 19.55 20.50 71.00 1.00  26.00
6.00 22.50 11.00 33.60 16.60 79.00 1.00  20.60
8.00 31.80 15.00 34.36 11.00 70.00 1.00  18.00
4.00 14.00 8.80 28.70 18.10 80.00 1.00  26.40
8.00 30.40 15.00 36.72 11.50 73.00 1.00  14.00
4.00 14.00 7.20 25.65 13.60 76.00 1.00  26.50
4.00 9.80 9.00 22.65 15.50 73.00 2.00  26.00
3.00 7.00 9.00 21.24 13.50 73.00 3.00  18.00
4.00 11.50 9.50 26.94 15.00 75.00 2.00  23.00
4.00 12.00 7.40 26.35 18.30 81.00 3.00  31.60
6.00 23.10 11.00 30.39 15.00 75.00 1.00  21.00
4.00 14.60 6.70 32.50 21.80 80.00 2.00  30.00
8.00 31.80 14.00 37.35 13.20 78.00 1.00  19.40
6.00 22.50 9.00 33.81 18.70 80.00 1.00  19.10
6.00 14.60 9.70 28.15 14.50 77.00 3.00  22.00
4.00 9.00 4.80 19.85 21.50 78.00 2.00  43.10
6.00 15.50 10.70 24.72 14.00 73.00 1.00  21.00
8.00 30.20 13.00 42.95 14.90 77.00 1.00  15.00
4.00 11.90 10.00 26.15 14.80 81.00 3.00  32.90
6.00 17.30 11.00 27.25 12.60 81.00 1.00  23.50
6.00 22.50 11.00 36.20 18.70 78.00 1.00  18.60
8.00 40.00 17.50 44.64 11.50 71.00 1.00  14.00
4.00 13.50 8.40 22.95 11.60 82.00 1.00  32.00
6.00 16.30 12.50 31.40 13.60 78.00 2.00  17.00
4.00 14.00 7.20 24.08 19.00 71.00 1.00  22.00
8.00 31.80 15.00 40.77 14.00 72.00 1.00  14.00
8.00 35.00 15.50 45.02 13.50 72.00 1.00  13.00
4.00 14.00 8.80 27.20 15.40 78.00 1.00  25.10
4.00 8.60 6.50 20.19 16.40 80.00 3.00  37.20
6.00 17.10 9.70 29.84 14.50 75.00 1.00  18.00
8.00 45.40 22.00 43.54 9.00 70.00 1.00  14.00
6.00 25.80 11.00 37.30 19.00 75.00 1.00  15.00
6.00 20.00 8.50 29.65 15.80 78.00 1.00  20.20
6.00 20.00 8.50 30.70 16.70 78.00 1.00  20.80
4.00 8.90 6.20 18.45 15.30 80.00 2.00  29.80
6.00 23.10 11.00 39.07 21.00 75.00 1.00  17.00
8.00 35.00 14.50 44.40 14.00 75.00 1.00  15.00
4.00 8.30 6.10 20.03 19.00 74.00 3.00  32.00
4.00 7.80 5.20 19.85 19.40 78.00 3.00  32.80
4.00 13.00 10.20 31.50 15.70 76.00 2.00  20.00
4.00 9.00 4.80 23.35 23.70 80.00 2.00  43.40
4.00 8.90 7.10 19.25 14.00 79.00 2.00  31.90
4.00 9.10 6.90 21.30 14.70 79.00 2.00  37.30
6.00 18.10 11.00 29.45 16.40 82.00 1.00  25.00
8.00 30.20 14.00 46.38 16.00 74.00 1.00  14.00
3.00 8.00 11.00 27.20 13.50 77.00 3.00  21.50
6.00 23.10 11.00 34.15 15.80 81.00 1.00  22.40
6.00 22.50 10.00 36.51 17.70 76.00 1.00  20.00
4.00 11.60 7.50 22.46 14.00 74.00 2.00  26.00
4.00 9.00 7.50 21.08 15.50 74.00 2.00  24.00
8.00 35.00 18.00 43.80 12.10 76.00 1.00  16.50
4.00 12.00 8.80 29.57 17.00 75.00 2.00  23.00
4.00 12.00 9.70 25.06 14.50 72.00 3.00  23.00
4.00 9.70 8.80 21.00 16.50 72.00 3.00  27.00
6.00 23.20 10.00 32.88 15.50 71.00 1.00  18.00
8.00 35.00 18.00 36.64 11.00 73.00 1.00  11.00
6.00 22.50 10.50 34.39 15.50 71.00 1.00  16.00
4.00 9.70 6.00 18.34 19.00 71.00 2.00  27.00
4.00 12.10 11.00 26.60 14.00 73.00 2.00  24.00
4.00 9.80 6.30 20.51 17.00 77.00 1.00  30.50
3.00 7.00 9.70 23.30 13.50 72.00 3.00  19.00
8.00 26.00 11.00 40.60 19.00 77.00 1.00  17.00
4.00 8.50 6.50 21.10 19.20 80.00 3.00  40.80
4.00 9.00 7.50 21.25 14.50 74.00 1.00  28.00
8.00 40.00 19.00 43.25 12.20 77.00 1.00  15.50
6.00 19.80 9.50 31.02 16.50 74.00 1.00  20.00
6.00 25.00 8.80 33.02 15.50 71.00 1.00  19.00
4.00 14.00 9.20 25.72 14.90 76.00 1.00  25.00
8.00 30.20 14.00 42.94 16.00 72.00 1.00  13.00
6.00 15.60 10.80 29.30 15.50 76.00 3.00  19.00
4.00 12.20 8.00 24.51 16.50 74.00 1.00  26.00
