8.00 30.40 15.00 34.33 12.00 70.00 1.00  16.00  "amc rebel sst"
6.00 23.20 10.00 29.01 16.00 74.00 1.00  19.00  "amc hornet"
4.00 9.70 7.50 21.71 16.00 75.00 3.00  29.00  "toyota corolla"
4.00 9.10 6.80 19.85 16.00 81.00 3.00  34.10  "mazda glc 4"
4.00 10.10 8.30 22.02 15.30 76.00 2.00  27.00  "renault 12tl"
6.00 26.20 8.50 30.15 17.00 82.00 1.00  38.00  "oldsmobile cutlass ciera (diesel)"
4.00 9.70 7.10 18.25 12.20 76.00 2.00  29.50  "volkswagen rabbit"
4.00 12.10 11.20 28.68 15.50 73.00 2.00  19.00  "volvo 144ea"
4.00 10.70 7.20 22.90 17.00 80.00 3.00  32.40  "honda accord"
4.00 15.10 8.40 26.35 16.40 81.00 1.00  26.60  "buick skylark"
8.00 30.40 15.00 38.92 12.50 72.00 1.00  15.00  "amc matador (sw)"
8.00 45.50 22.50 30.86 10.00 70.00 1.00  14.00  "buick estate wagon (sw)"
6.00 25.00 10.00 33.29 15.50 71.00 1.00  17.00  "chevrolet chevelle malibu"
8.00 30.70 13.00 40.98 14.00 72.00 1.00  13.00  "chevrolet chevelle concours (sw)"
8.00 35.00 14.50 39.88 13.00 73.00 1.00  13.00  "chevrolet malibu"
8.00 30.70 13.00 35.04 12.00 70.00 1.00  18.00  "chevrolet chevelle malibu"
6.00 25.80 9.50 31.93 17.80 76.00 1.00  17.50  "amc pacer d/l"
4.00 9.70 9.20 22.88 17.00 72.00 3.00  28.00  "datsun 510 (sw)"
4.00 9.70 7.80 19.40 14.50 77.00 2.00  29.00  "volkswagen rabbit custom"
6.00 23.20 10.00 29.45 16.00 73.00 1.00  18.00  "amc hornet"
4.00 8.50 7.00 19.45 16.80 77.00 3.00  33.50  "datsun f-10 hatchback"
8.00 31.80 15.00 39.40 13.20 76.00 1.00  13.00  "plymouth volare premier v8"
8.00 31.80 15.00 37.77 12.50 73.00 1.00  15.00  "dodge coronet custom"
4.00 8.50 6.50 19.75 19.40 81.00 3.00  37.00  "datsun 210 mpg"
4.00 11.00 8.70 26.72 17.50 70.00 2.00  25.00  "peugeot 504"
4.00 10.70 8.60 24.64 15.50 76.00 2.00  28.00  "fiat 131"
4.00 15.60 9.20 25.85 14.50 82.00 1.00  26.00  "chrysler lebaron medallion"
4.00 14.00 8.60 27.90 15.60 82.00 1.00  27.00  "ford mustang gl"
8.00 35.00 16.00 44.56 13.50 72.00 1.00  12.00  "oldsmobile delta 88 royale"
4.00 12.20 8.80 25.00 15.10 80.00 2.00  35.00  "triumph tr7 coupe"
8.00 35.00 16.50 36.93 11.50 70.00 1.00  15.00  "buick skylark 320"
8.00 35.10 15.20 42.15 12.80 76.00 1.00  14.50  "ford gran torino"
4.00 10.80 7.50 22.65 15.20 80.00 3.00  32.20  "toyota corolla"
6.00 23.20 11.20 28.35 14.70 82.00 1.00  22.00  "ford granada l"
6.00 15.60 12.20 28.07 13.50 73.00 3.00  20.00  "toyota mark ii"
4.00 11.60 9.00 21.23 14.00 71.00 2.00  28.00  "opel 1900"
4.00 10.80 7.50 23.50 16.80 81.00 3.00  32.40  "toyota corolla"
6.00 25.00 7.20 34.32 21.00 75.00 1.00  15.00  "mercury monarch"
4.00 13.40 9.60 27.02 13.50 75.00 3.00  24.00  "toyota corona"
8.00 30.20 14.00 34.49 10.50 70.00 1.00  17.00  "ford torino"
4.00 13.40 9.50 25.60 14.20 78.00 3.00  27.50  "toyota corona"
4.00 12.10 11.00 26.00 12.80 77.00 2.00  21.50  "bmw 320i"
6.00 23.20 10.00 29.14 16.00 75.00 1.00  20.00  "amc gremlin"
8.00 35.10 15.30 41.29 13.00 72.00 1.00  14.00  "ford galaxie 500"
6.00 23.20 9.00 32.11 17.00 75.00 1.00  19.00  "amc pacer"
6.00 23.10 11.50 32.45 15.40 79.00 1.00  21.50  "pontiac lemans v6"
4.00 11.30 9.50 23.72 15.00 70.00 3.00  24.00  "toyota corona mark ii"
3.00 7.00 10.00 24.20 12.50 80.00 3.00  23.70  "mazda rx-7 gs"
4.00 12.20 8.50 23.10 18.50 73.00 1.00  19.00  "ford pinto"
4.00 9.70 6.70 19.85 16.40 77.00 3.00  30.00  "subaru dl"
4.00 11.90 9.20 24.34 15.00 80.00 3.00  37.00  "datsun 510 hatchback"
6.00 25.00 9.80 35.25 19.00 77.00 1.00  18.50  "ford granada"
4.00 9.10 5.30 17.95 17.50 75.00 3.00  33.00  "honda civic cvcc"
4.00 12.10 11.30 22.34 12.50 70.00 2.00  26.00  "bmw 2002"
4.00 8.50 6.50 20.20 19.20 79.00 3.00  31.80  "datsun 210"
4.00 7.10 6.50 17.73 19.00 71.00 3.00  31.00  "toyota corolla 1200"
6.00 20.00 8.50 29.90 18.20 79.00 1.00  19.80  "mercury zephyr 6"
4.00 9.10 7.00 19.55 20.50 71.00 1.00  26.00  "plymouth cricket"
6.00 22.50 11.00 33.60 16.60 79.00 1.00  20.60  "dodge aspen 6"
8.00 31.80 15.00 34.36 11.00 70.00 1.00  18.00  "plymouth satellite"
4.00 14.00 8.80 28.70 18.10 80.00 1.00  26.40  "ford fairmont"
8.00 30.40 15.00 36.72 11.50 73.00 1.00  14.00  "amc matador"
4.00 14.00 7.20 25.65 13.60 76.00 1.00  26.50  "ford pinto"
